"","unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"2504","teodoro schmidt","mapuche","sí","mujer",2088,"2009",9117
"2505","tierra amarilla","mapuche","sí","mujer",93,"2009",3103
"2506","tierra amarilla","no pertenece a ningún pueblo indígena","no","hombre",118,"2009",3103
"2507","tierra amarilla","diaguita","sí","hombre",54,"2009",3103
"2508","tierra amarilla","rapa nui ","sí","mujer",16,"2009",3103
"2509","tierra amarilla","coya","sí","mujer",337,"2009",3103
"2510","tierra amarilla","no pertenece a ningún pueblo indígena","no","mujer",183,"2009",3103
"2511","tierra amarilla","coya","no","hombre",16,"2009",3103
"2512","tierra amarilla","coya","sí","hombre",230,"2009",3103
"2513","tierra amarilla","mapuche","sí","hombre",171,"2009",3103
"2514","tierra amarilla","no pertenece a ningún pueblo indígena","sí","mujer",3549,"2009",3103
"2515","tierra amarilla","diaguita","sí","mujer",40,"2009",3103
"2516","tierra amarilla","kawésqar","sí","mujer",16,"2009",3103
"2517","tierra amarilla","no pertenece a ningún pueblo indígena","sí","hombre",3379,"2009",3103
"2518","tierra amarilla","atacameño","sí","mujer",20,"2009",3103
"2519","tiltil","mapuche","sí","hombre",182,"2009",13303
"2520","tiltil","no pertenece a ningún pueblo indígena","sí","mujer",5917,"2009",13303
"2521","tiltil","no pertenece a ningún pueblo indígena","no","mujer",315,"2009",13303
"2522","tiltil","no pertenece a ningún pueblo indígena","no","hombre",228,"2009",13303
"2523","tiltil","no pertenece a ningún pueblo indígena","sí","hombre",5572,"2009",13303
"2524","tiltil","mapuche","sí","mujer",73,"2009",13303
"2525","tirúa","no pertenece a ningún pueblo indígena","sí","hombre",1975,"2009",8207
"2526","tirúa","no pertenece a ningún pueblo indígena","no","mujer",142,"2009",8207
"2527","tirúa","mapuche","no","mujer",237,"2009",8207
"2528","tirúa","no pertenece a ningún pueblo indígena","sí","mujer",1956,"2009",8207
"2529","tirúa","no pertenece a ningún pueblo indígena","no","hombre",50,"2009",8207
"2530","tirúa","mapuche","no","hombre",144,"2009",8207
"2531","tirúa","mapuche","sí","mujer",1638,"2009",8207
"2532","tirúa","mapuche","sí","hombre",1678,"2009",8207
"2533","tocopilla","no pertenece a ningún pueblo indígena","no","hombre",87,"2009",2301
"2534","tocopilla","mapuche","sí","mujer",132,"2009",2301
"2535","tocopilla","mapuche","sí","hombre",20,"2009",2301
"2536","tocopilla","aymara","sí","mujer",4,"2009",2301
"2537","tocopilla","no pertenece a ningún pueblo indígena","sí","hombre",7904,"2009",2301
"2538","tocopilla","no pertenece a ningún pueblo indígena","no","mujer",210,"2009",2301
"2539","tocopilla","aymara","sí","hombre",4,"2009",2301
"2540","tocopilla","diaguita","sí","hombre",69,"2009",2301
"2541","tocopilla","no pertenece a ningún pueblo indígena","sí","mujer",7541,"2009",2301
"2542","tocopilla","coya","sí","hombre",35,"2009",2301
"2543","tocopilla","atacameño","sí","mujer",22,"2009",2301
"2544","tocopilla","atacameño","sí","hombre",20,"2009",2301
"2545","toltén","mapuche","no","mujer",163,"2009",9118
"2546","toltén","coya","sí","hombre",13,"2009",9118
"2547","toltén","no pertenece a ningún pueblo indígena","sí","mujer",2202,"2009",9118
"2548","toltén","mapuche","no","hombre",22,"2009",9118
"2549","toltén","mapuche","sí","mujer",1068,"2009",9118
"2550","toltén","no pertenece a ningún pueblo indígena","no","mujer",188,"2009",9118
"2551","toltén","mapuche","sí","hombre",1455,"2009",9118
"2552","toltén","no pertenece a ningún pueblo indígena","no","hombre",177,"2009",9118
"2553","toltén","no pertenece a ningún pueblo indígena","sí","hombre",2332,"2009",9118
"2554","tomé","mapuche","sí","hombre",239,"2009",8111
"2555","tomé","no pertenece a ningún pueblo indígena","sí","mujer",23022,"2009",8111
"2556","tomé","no pertenece a ningún pueblo indígena","sí","hombre",18919,"2009",8111
"2557","tomé","mapuche","sí","mujer",45,"2009",8111
"2558","tomé","no pertenece a ningún pueblo indígena","no","mujer",959,"2009",8111
"2559","tomé","no pertenece a ningún pueblo indígena","no","hombre",777,"2009",8111
"2560","traiguén","no pertenece a ningún pueblo indígena","no","mujer",621,"2009",9210
"2561","traiguén","mapuche","no","mujer",329,"2009",9210
"2562","traiguén","no pertenece a ningún pueblo indígena","no","hombre",312,"2009",9210
"2563","traiguén","atacameño","sí","mujer",48,"2009",9210
"2564","traiguén","mapuche","sí","hombre",1327,"2009",9210
"2565","traiguén","mapuche","no","hombre",93,"2009",9210
"2566","traiguén","no pertenece a ningún pueblo indígena","sí","hombre",3838,"2009",9210
"2567","traiguén","no pertenece a ningún pueblo indígena","sí","mujer",5118,"2009",9210
"2568","traiguén","mapuche","sí","mujer",1144,"2009",9210
"2569","trehuaco","no pertenece a ningún pueblo indígena","sí","hombre",1635,"2009",16207
"2570","trehuaco","mapuche","sí","mujer",22,"2009",16207
"2571","trehuaco","mapuche","sí","hombre",8,"2009",16207
"2572","trehuaco","no pertenece a ningún pueblo indígena","no","hombre",434,"2009",16207
"2573","trehuaco","no pertenece a ningún pueblo indígena","no","mujer",278,"2009",16207
"2574","trehuaco","no pertenece a ningún pueblo indígena","sí","mujer",1705,"2009",16207
"2575","tucapel","no pertenece a ningún pueblo indígena","sí","mujer",4697,"2009",8312
"2576","tucapel","no pertenece a ningún pueblo indígena","no","hombre",692,"2009",8312
"2577","tucapel","mapuche","sí","mujer",25,"2009",8312
"2578","tucapel","no pertenece a ningún pueblo indígena","sí","hombre",4613,"2009",8312
"2579","tucapel","mapuche","no","mujer",18,"2009",8312
"2580","tucapel","mapuche","sí","hombre",25,"2009",8312
"2581","tucapel","no pertenece a ningún pueblo indígena","no","mujer",601,"2009",8312
"2582","valdivia","rapa nui ","sí","mujer",520,"2009",14101
"2583","valdivia","no pertenece a ningún pueblo indígena","sí","mujer",56398,"2009",14101
"2584","valdivia","no pertenece a ningún pueblo indígena","sí","hombre",43628,"2009",14101
"2585","valdivia","no pertenece a ningún pueblo indígena","no","hombre",685,"2009",14101
"2586","valdivia","aymara","sí","mujer",176,"2009",14101
"2587","valdivia","mapuche","no","mujer",334,"2009",14101
"2588","valdivia","mapuche","sí","hombre",4824,"2009",14101
"2589","valdivia","mapuche","sí","mujer",5396,"2009",14101
"2590","valdivia","no pertenece a ningún pueblo indígena","no","mujer",2497,"2009",14101
"2591","valdivia","mapuche","no","hombre",163,"2009",14101
"2592","vallenar","no pertenece a ningún pueblo indígena","sí","mujer",15964,"2009",3301
"2593","vallenar","no pertenece a ningún pueblo indígena","sí","hombre",13349,"2009",3301
"2594","vallenar","no pertenece a ningún pueblo indígena","no","mujer",398,"2009",3301
"2595","vallenar","aymara","sí","mujer",41,"2009",3301
"2596","vallenar","no pertenece a ningún pueblo indígena","no","hombre",506,"2009",3301
"2597","vallenar","diaguita","no","mujer",158,"2009",3301
"2598","vallenar","mapuche","sí","mujer",151,"2009",3301
"2599","vallenar","diaguita","sí","mujer",1594,"2009",3301
"2600","vallenar","diaguita","no","hombre",41,"2009",3301
"2601","vallenar","diaguita","sí","hombre",1634,"2009",3301
"2602","vallenar","mapuche","sí","hombre",193,"2009",3301
"2603","vallenar","aymara","sí","hombre",123,"2009",3301
"2604","valparaíso","no pertenece a ningún pueblo indígena","no","mujer",1391,"2009",5101
"2605","valparaíso","no pertenece a ningún pueblo indígena","sí","mujer",113620,"2009",5101
"2606","valparaíso","mapuche","sí","mujer",1651,"2009",5101
"2607","valparaíso","no pertenece a ningún pueblo indígena","no","hombre",1464,"2009",5101
"2608","valparaíso","mapuche","sí","hombre",246,"2009",5101
"2609","valparaíso","yagán","sí","hombre",228,"2009",5101
"2610","valparaíso","mapuche","no","mujer",3,"2009",5101
"2611","valparaíso","no pertenece a ningún pueblo indígena","sí","hombre",94711,"2009",5101
"2612","valparaíso","aymara","sí","mujer",229,"2009",5101
"2613","vichuquén","no pertenece a ningún pueblo indígena","sí","hombre",1652,"2009",7309
"2614","vichuquén","no pertenece a ningún pueblo indígena","no","hombre",194,"2009",7309
"2615","vichuquén","mapuche","sí","mujer",104,"2009",7309
"2616","vichuquén","mapuche","sí","hombre",94,"2009",7309
"2617","vichuquén","quechua","sí","mujer",8,"2009",7309
"2618","vichuquén","no pertenece a ningún pueblo indígena","sí","mujer",1661,"2009",7309
"2619","vichuquén","no pertenece a ningún pueblo indígena","no","mujer",223,"2009",7309
"2620","victoria","no pertenece a ningún pueblo indígena","no","hombre",550,"2009",9211
"2621","victoria","mapuche","no","mujer",784,"2009",9211
"2622","victoria","no pertenece a ningún pueblo indígena","sí","hombre",7187,"2009",9211
"2623","victoria","mapuche","sí","mujer",3116,"2009",9211
"2624","victoria","mapuche","sí","hombre",3869,"2009",9211
"2625","victoria","no pertenece a ningún pueblo indígena","no","mujer",608,"2009",9211
"2626","victoria","mapuche","no","hombre",207,"2009",9211
"2627","victoria","no pertenece a ningún pueblo indígena","sí","mujer",8530,"2009",9211
"2628","vicuña","no pertenece a ningún pueblo indígena","no","hombre",672,"2009",4106
"2629","vicuña","diaguita","sí","hombre",105,"2009",4106
"2630","vicuña","no pertenece a ningún pueblo indígena","sí","hombre",7898,"2009",4106
"2631","vicuña","aymara","sí","hombre",19,"2009",4106
"2632","vicuña","diaguita","no","mujer",19,"2009",4106
"2633","vicuña","no pertenece a ningún pueblo indígena","no","mujer",656,"2009",4106
"2634","vicuña","no pertenece a ningún pueblo indígena","sí","mujer",9663,"2009",4106
"2635","vicuña","diaguita","sí","mujer",225,"2009",4106
"2636","vicuña","aymara","sí","mujer",38,"2009",4106
"2637","vicuña","mapuche","sí","mujer",19,"2009",4106
"2638","vilcún","no pertenece a ningún pueblo indígena","sí","hombre",4242,"2009",9119
"2639","vilcún","mapuche","no","mujer",638,"2009",9119
"2640","vilcún","no pertenece a ningún pueblo indígena","no","hombre",209,"2009",9119
"2641","vilcún","mapuche","sí","hombre",3578,"2009",9119
"2642","vilcún","mapuche","sí","mujer",3371,"2009",9119
"2643","vilcún","no pertenece a ningún pueblo indígena","sí","mujer",4823,"2009",9119
"2644","vilcún","mapuche","no","hombre",214,"2009",9119
"2645","vilcún","no pertenece a ningún pueblo indígena","no","mujer",294,"2009",9119
"2646","villa alegre","mapuche","sí","hombre",14,"2009",7407
"2647","villa alegre","no pertenece a ningún pueblo indígena","no","mujer",398,"2009",7407
"2648","villa alegre","mapuche","sí","mujer",86,"2009",7407
"2649","villa alegre","no pertenece a ningún pueblo indígena","no","hombre",583,"2009",7407
"2650","villa alegre","no pertenece a ningún pueblo indígena","sí","mujer",5499,"2009",7407
"2651","villa alegre","no pertenece a ningún pueblo indígena","sí","hombre",5211,"2009",7407
"2652","villa alemana","mapuche","sí","hombre",3446,"2009",5804
"2653","villa alemana","diaguita","sí","mujer",109,"2009",5804
"2654","villa alemana","no pertenece a ningún pueblo indígena","no","hombre",446,"2009",5804
"2655","villa alemana","rapa nui ","sí","mujer",86,"2009",5804
"2656","villa alemana","diaguita","sí","hombre",83,"2009",5804
"2657","villa alemana","no pertenece a ningún pueblo indígena","sí","mujer",47635,"2009",5804
"2658","villa alemana","mapuche","sí","mujer",2744,"2009",5804
"2659","villa alemana","no pertenece a ningún pueblo indígena","sí","hombre",40000,"2009",5804
"2660","villarrica","no pertenece a ningún pueblo indígena","no","hombre",402,"2009",9120
"2661","villarrica","mapuche","no","mujer",384,"2009",9120
"2662","villarrica","no pertenece a ningún pueblo indígena","sí","mujer",17129,"2009",9120
"2663","villarrica","mapuche","sí","mujer",3063,"2009",9120
"2664","villarrica","no pertenece a ningún pueblo indígena","no","mujer",1011,"2009",9120
"2665","villarrica","mapuche","no","hombre",117,"2009",9120
"2666","villarrica","no pertenece a ningún pueblo indígena","sí","hombre",16148,"2009",9120
"2667","villarrica","mapuche","sí","hombre",3851,"2009",9120
"2668","viña del mar","no pertenece a ningún pueblo indígena","sí","hombre",95115,"2009",5109
"2669","viña del mar","mapuche","no","hombre",223,"2009",5109
"2670","viña del mar","mapuche","sí","mujer",6235,"2009",5109
"2671","viña del mar","atacameño","sí","hombre",253,"2009",5109
"2672","viña del mar","mapuche","sí","hombre",4719,"2009",5109
"2673","viña del mar","aymara","sí","hombre",564,"2009",5109
"2674","viña del mar","no pertenece a ningún pueblo indígena","sí","mujer",112396,"2009",5109
"2675","viña del mar","no pertenece a ningún pueblo indígena","no","mujer",1727,"2009",5109
"2676","viña del mar","no pertenece a ningún pueblo indígena","no","hombre",849,"2009",5109
"2677","viña del mar","aymara","sí","mujer",762,"2009",5109
"2678","vitacura","no pertenece a ningún pueblo indígena","no","mujer",362,"2009",13132
"2679","vitacura","mapuche","sí","mujer",119,"2009",13132
"2680","vitacura","no pertenece a ningún pueblo indígena","no","hombre",108,"2009",13132
"2681","vitacura","no pertenece a ningún pueblo indígena","sí","hombre",30637,"2009",13132
"2682","vitacura","no pertenece a ningún pueblo indígena","sí","mujer",33565,"2009",13132
"2683","yerbas buenas","no pertenece a ningún pueblo indígena","sí","mujer",5917,"2009",7408
"2684","yerbas buenas","mapuche","sí","mujer",36,"2009",7408
"2685","yerbas buenas","mapuche","no","mujer",15,"2009",7408
"2686","yerbas buenas","no pertenece a ningún pueblo indígena","sí","hombre",6396,"2009",7408
"2687","yerbas buenas","no pertenece a ningún pueblo indígena","no","hombre",672,"2009",7408
"2688","yerbas buenas","mapuche","sí","hombre",51,"2009",7408
"2689","yerbas buenas","no pertenece a ningún pueblo indígena","no","mujer",334,"2009",7408
"2690","yumbel","no pertenece a ningún pueblo indígena","sí","mujer",7179,"2009",8313
"2691","yumbel","mapuche","sí","hombre",164,"2009",8313
"2692","yumbel","aymara","sí","mujer",25,"2009",8313
"2693","yumbel","no pertenece a ningún pueblo indígena","no","mujer",922,"2009",8313
"2694","yumbel","atacameño","sí","hombre",25,"2009",8313
"2695","yumbel","mapuche","sí","mujer",144,"2009",8313
"2696","yumbel","no pertenece a ningún pueblo indígena","no","hombre",850,"2009",8313
"2697","yumbel","no pertenece a ningún pueblo indígena","sí","hombre",6665,"2009",8313
"2698","yumbel","mapuche","no","mujer",30,"2009",8313
"2699","yungay","mapuche","sí","mujer",59,"2009",16109
"2700","yungay","mapuche","sí","hombre",95,"2009",16109
"2701","yungay","no pertenece a ningún pueblo indígena","no","mujer",550,"2009",16109
"2702","yungay","no pertenece a ningún pueblo indígena","no","hombre",307,"2009",16109
"2703","yungay","no pertenece a ningún pueblo indígena","sí","hombre",6892,"2009",16109
"2704","yungay","mapuche","no","mujer",23,"2009",16109
"2705","yungay","no pertenece a ningún pueblo indígena","sí","mujer",6437,"2009",16109
"2706","zapallar","aymara","sí","hombre",31,"2009",5405
"2707","zapallar","no pertenece a ningún pueblo indígena","sí","hombre",2440,"2009",5405
"2708","zapallar","rapa nui ","sí","mujer",44,"2009",5405
"2709","zapallar","mapuche","sí","mujer",70,"2009",5405
