"","Group.1","Group.2","Group.3","Group.4","mean.dataset2006_final$ytotaj"
"2511","curanilahue ","no","no pertenece a ningún pueblo indígena","mujer",70133.0714285714
"2512","los alamos ","no","no pertenece a ningún pueblo indígena","mujer",64326.5333333333
"2513","tirúa ","no","no pertenece a ningún pueblo indígena","mujer",54270
"2514","los angeles ","no","no pertenece a ningún pueblo indígena","mujer",67115.3809523809
"2515","antuco ","no","no pertenece a ningún pueblo indígena","mujer",81275.1764705882
"2516","cabrero ","no","no pertenece a ningún pueblo indígena","mujer",75573.2666666667
"2517","laja ","no","no pertenece a ningún pueblo indígena","mujer",47543.5833333333
"2518","mulchén ","no","no pertenece a ningún pueblo indígena","mujer",59335.7222222222
"2519","nacimiento ","no","no pertenece a ningún pueblo indígena","mujer",67106.4
"2520","negrete ","no","no pertenece a ningún pueblo indígena","mujer",73573.6666666667
"2521","quilaco ","no","no pertenece a ningún pueblo indígena","mujer",60588.0909090909
"2522","quilleco","no","no pertenece a ningún pueblo indígena","mujer",69555.3333333333
"2523","san rosendo ","no","no pertenece a ningún pueblo indígena","mujer",65216.8333333333
"2524","santa bárbara ","no","no pertenece a ningún pueblo indígena","mujer",99849.88
"2525","tucapel","no","no pertenece a ningún pueblo indígena","mujer",77221.75
"2526","yumbel ","no","no pertenece a ningún pueblo indígena","mujer",65675.0625
"2527","alto bío bío ","no","no pertenece a ningún pueblo indígena","mujer",76683.4
"2528","chillán ","no","no pertenece a ningún pueblo indígena","mujer",81669.8333333333
"2529","bulnes ","no","no pertenece a ningún pueblo indígena","mujer",59650.9230769231
"2530","cobquecura ","no","no pertenece a ningún pueblo indígena","mujer",47089.4444444444
"2531","coelemu ","no","no pertenece a ningún pueblo indígena","mujer",71593.0869565217
"2532","coihueco ","no","no pertenece a ningún pueblo indígena","mujer",61355.5
"2533","chillán viejo ","no","no pertenece a ningún pueblo indígena","mujer",63957.7142857143
"2534","el carmen ","no","no pertenece a ningún pueblo indígena","mujer",68832.8571428571
"2535","ninhue ","no","no pertenece a ningún pueblo indígena","mujer",65210.8275862069
"2536","Ñiquén ","no","no pertenece a ningún pueblo indígena","mujer",58807.0555555556
"2537","pemuco ","no","no pertenece a ningún pueblo indígena","mujer",60418.5454545455
"2538","pinto ","no","no pertenece a ningún pueblo indígena","mujer",58056.9444444444
"2539","portezuelo ","no","no pertenece a ningún pueblo indígena","mujer",57162.6333333333
"2540","quillón ","no","no pertenece a ningún pueblo indígena","mujer",58124.5
"2541","quirihue ","no","no pertenece a ningún pueblo indígena","mujer",64291.5833333333
"2542","ránquil ","no","no pertenece a ningún pueblo indígena","mujer",72070.8333333333
"2543","san carlos ","no","no pertenece a ningún pueblo indígena","mujer",69267.2777777778
"2544","san fabián ","no","no pertenece a ningún pueblo indígena","mujer",73656
"2545","san ignacio ","no","no pertenece a ningún pueblo indígena","mujer",65018.4210526316
"2546","san nicolás ","no","no pertenece a ningún pueblo indígena","mujer",67084.7
"2547","trehuaco ","no","no pertenece a ningún pueblo indígena","mujer",66495.3809523809
"2548","yungay ","no","no pertenece a ningún pueblo indígena","mujer",54442.2666666667
"2549","temuco ","no","no pertenece a ningún pueblo indígena","mujer",85773.4
"2550","carahue ","no","no pertenece a ningún pueblo indígena","mujer",66758.8666666667
"2551","cunco ","no","no pertenece a ningún pueblo indígena","mujer",110241.846153846
"2552","curarrehue ","no","no pertenece a ningún pueblo indígena","mujer",71267.5454545455
"2553","freire ","no","no pertenece a ningún pueblo indígena","mujer",71715.625
"2554","galvarino ","no","no pertenece a ningún pueblo indígena","mujer",99841
"2555","gorbea ","no","no pertenece a ningún pueblo indígena","mujer",94712.25
"2556","lautaro ","no","no pertenece a ningún pueblo indígena","mujer",75010.1
"2557","loncoche ","no","no pertenece a ningún pueblo indígena","mujer",75993.2222222222
"2558","melipeuco ","no","no pertenece a ningún pueblo indígena","mujer",58533.3333333333
"2559","nueva imperial ","no","no pertenece a ningún pueblo indígena","mujer",68608.6666666667
"2560","padre las casas ","no","no pertenece a ningún pueblo indígena","mujer",61317.6666666667
"2561","perquenco ","no","no pertenece a ningún pueblo indígena","mujer",61363.4444444444
"2562","pitrufquén ","no","no pertenece a ningún pueblo indígena","mujer",55873
"2563","pucón ","no","no pertenece a ningún pueblo indígena","mujer",52893.625
"2564","saavedra ","no","no pertenece a ningún pueblo indígena","mujer",83512.3333333333
"2565","teodoro schimdt ","no","no pertenece a ningún pueblo indígena","mujer",77773.1428571429
"2566","toltén ","no","no pertenece a ningún pueblo indígena","mujer",90947.3333333333
"2567","vilcún ","no","no pertenece a ningún pueblo indígena","mujer",85234.7272727273
"2568","villarrica ","no","no pertenece a ningún pueblo indígena","mujer",54494.2
"2569","cholchol ","no","no pertenece a ningún pueblo indígena","mujer",56265.75
"2570","angol ","no","no pertenece a ningún pueblo indígena","mujer",70991.0476190476
"2571","collipulli ","no","no pertenece a ningún pueblo indígena","mujer",98344.4761904762
"2572","curacautín ","no","no pertenece a ningún pueblo indígena","mujer",49351.1176470588
"2573","ercilla ","no","no pertenece a ningún pueblo indígena","mujer",80526.6666666667
"2574","lonquimay ","no","no pertenece a ningún pueblo indígena","mujer",165953.642857143
"2575","los sauces ","no","no pertenece a ningún pueblo indígena","mujer",99169.0625
"2576","lumaco ","no","no pertenece a ningún pueblo indígena","mujer",70314.4666666667
"2577","purén ","no","no pertenece a ningún pueblo indígena","mujer",59458.3333333333
"2578","renaico ","no","no pertenece a ningún pueblo indígena","mujer",69651.4444444444
"2579","traiguén ","no","no pertenece a ningún pueblo indígena","mujer",77174.8461538462
"2580","victoria ","no","no pertenece a ningún pueblo indígena","mujer",61637.4
"2581","puerto montt ","no","no pertenece a ningún pueblo indígena","mujer",123974.181818182
"2582","calbuco ","no","no pertenece a ningún pueblo indígena","mujer",71994.6
"2583","cochamó ","no","no pertenece a ningún pueblo indígena","mujer",64492.4285714286
"2584","fresia ","no","no pertenece a ningún pueblo indígena","mujer",68425.4285714286
"2585","frutillar ","no","no pertenece a ningún pueblo indígena","mujer",84379.8
"2586","los muermos ","no","no pertenece a ningún pueblo indígena","mujer",55758.5555555556
"2587","llanquihue ","no","no pertenece a ningún pueblo indígena","mujer",65004.125
"2588","maullín ","no","no pertenece a ningún pueblo indígena","mujer",77014
"2589","puerto varas ","no","no pertenece a ningún pueblo indígena","mujer",38694.8571428571
"2590","castro ","no","no pertenece a ningún pueblo indígena","mujer",71643.875
"2591","ancud ","no","no pertenece a ningún pueblo indígena","mujer",77423.375
"2592","chonchi ","no","no pertenece a ningún pueblo indígena","mujer",77455.375
"2593","curaco de vélez ","no","no pertenece a ningún pueblo indígena","mujer",56950.8333333333
"2594","dalcahue ","no","no pertenece a ningún pueblo indígena","mujer",85939.5625
"2595","puqueldón ","no","no pertenece a ningún pueblo indígena","mujer",68399.2857142857
"2596","queilén ","no","no pertenece a ningún pueblo indígena","mujer",91744.1052631579
"2597","quellón ","no","no pertenece a ningún pueblo indígena","mujer",74789.7142857143
"2598","quemchi ","no","no pertenece a ningún pueblo indígena","mujer",111055.428571429
"2599","quinchao ","no","no pertenece a ningún pueblo indígena","mujer",117225
"2600","osorno ","no","no pertenece a ningún pueblo indígena","mujer",70730.6363636364
"2601","puerto octay ","no","no pertenece a ningún pueblo indígena","mujer",47296.7142857143
"2602","purranque ","no","no pertenece a ningún pueblo indígena","mujer",94147.4615384615
"2603","puyehue ","no","no pertenece a ningún pueblo indígena","mujer",57058.6666666667
"2604","río negro ","no","no pertenece a ningún pueblo indígena","mujer",64555.6666666667
"2605","san juan de la costa ","no","no pertenece a ningún pueblo indígena","mujer",55107
"2606","san pablo ","no","no pertenece a ningún pueblo indígena","mujer",53650.4444444444
"2607","chaitén ","no","no pertenece a ningún pueblo indígena","mujer",54126.2727272727
"2608","futaleufú ","no","no pertenece a ningún pueblo indígena","mujer",94441.4285714286
"2609","hualaihué ","no","no pertenece a ningún pueblo indígena","mujer",49335.3333333333
"2610","palena ","no","no pertenece a ningún pueblo indígena","mujer",79231.2857142857
"2611","valdivia ","no","no pertenece a ningún pueblo indígena","mujer",58615.25
"2612","corral ","no","no pertenece a ningún pueblo indígena","mujer",72123.125
"2613","futrono ","no","no pertenece a ningún pueblo indígena","mujer",71850.7647058823
"2614","la unión ","no","no pertenece a ningún pueblo indígena","mujer",78268.2727272727
"2615","lago ranco ","no","no pertenece a ningún pueblo indígena","mujer",62618.6153846154
"2616","lanco ","no","no pertenece a ningún pueblo indígena","mujer",66557.6
"2617","los lagos ","no","no pertenece a ningún pueblo indígena","mujer",102921
"2618","máfil ","no","no pertenece a ningún pueblo indígena","mujer",76464.4166666667
"2619","mariquina ","no","no pertenece a ningún pueblo indígena","mujer",52888.8888888889
"2620","paillaco ","no","no pertenece a ningún pueblo indígena","mujer",82180.3076923077
"2621","panguipulli ","no","no pertenece a ningún pueblo indígena","mujer",79069.3333333333
"2622","río bueno ","no","no pertenece a ningún pueblo indígena","mujer",75600.6
"2623","coyhaique ","no","no pertenece a ningún pueblo indígena","mujer",108895.375
"2624","aisén ","no","no pertenece a ningún pueblo indígena","mujer",78296.3333333333
"2625","cisnes ","no","no pertenece a ningún pueblo indígena","mujer",72180.2
"2626","cochrane ","no","no pertenece a ningún pueblo indígena","mujer",390222
"2627","chile chico ","no","no pertenece a ningún pueblo indígena","mujer",250730.2
"2628","río ibáñez ","no","no pertenece a ningún pueblo indígena","mujer",56929.5
"2629","punta arenas ","no","no pertenece a ningún pueblo indígena","mujer",58607.625
"2630","cabo de hornos ","no","no pertenece a ningún pueblo indígena","mujer",78926
"2631","porvenir ","no","no pertenece a ningún pueblo indígena","mujer",72034.5
"2632","natales ","no","no pertenece a ningún pueblo indígena","mujer",53355.7777777778
"2633","santiago ","no","no pertenece a ningún pueblo indígena","mujer",112600
"2634","cerrillos ","no","no pertenece a ningún pueblo indígena","mujer",85329.2
"2635","cerro navia ","no","no pertenece a ningún pueblo indígena","mujer",83085.5
"2636","conchalí ","no","no pertenece a ningún pueblo indígena","mujer",101463.125
"2637","el bosque ","no","no pertenece a ningún pueblo indígena","mujer",98312
"2638","estación central ","no","no pertenece a ningún pueblo indígena","mujer",88804
"2639","huechuraba ","no","no pertenece a ningún pueblo indígena","mujer",111847.75
"2640","independencia ","no","no pertenece a ningún pueblo indígena","mujer",176076
"2641","la cisterna ","no","no pertenece a ningún pueblo indígena","mujer",88391
"2642","la florida ","no","no pertenece a ningún pueblo indígena","mujer",66698.8333333333
"2643","la granja ","no","no pertenece a ningún pueblo indígena","mujer",103726.444444444
"2644","la pintana ","no","no pertenece a ningún pueblo indígena","mujer",78547.5
"2645","la reina ","no","no pertenece a ningún pueblo indígena","mujer",60293.6
"2646","las condes ","no","no pertenece a ningún pueblo indígena","mujer",50483
"2647","lo barnechea ","no","no pertenece a ningún pueblo indígena","mujer",83209.7142857143
"2648","lo espejo ","no","no pertenece a ningún pueblo indígena","mujer",109955.1
"2649","lo prado ","no","no pertenece a ningún pueblo indígena","mujer",98380.25
"2650","macul ","no","no pertenece a ningún pueblo indígena","mujer",110488.777777778
"2651","maipú ","no","no pertenece a ningún pueblo indígena","mujer",60692.4
"2652","Ñuñoa ","no","no pertenece a ningún pueblo indígena","mujer",414000
"2653","pedro aguirre cerda ","no","no pertenece a ningún pueblo indígena","mujer",81313.6
"2654","peñalolén ","no","no pertenece a ningún pueblo indígena","mujer",88339
"2655","pudahuel ","no","no pertenece a ningún pueblo indígena","mujer",127723.444444444
"2656","quilicura ","no","no pertenece a ningún pueblo indígena","mujer",80716.5
"2657","quinta normal ","no","no pertenece a ningún pueblo indígena","mujer",52248.6666666667
"2658","recoleta ","no","no pertenece a ningún pueblo indígena","mujer",95152.25
"2659","renca ","no","no pertenece a ningún pueblo indígena","mujer",87341.5555555556
"2660","san joaquín ","no","no pertenece a ningún pueblo indígena","mujer",132526
"2661","san miguel ","no","no pertenece a ningún pueblo indígena","mujer",7113
"2662","san ramón ","no","no pertenece a ningún pueblo indígena","mujer",59939.1666666667
"2663","vitacura ","no","no pertenece a ningún pueblo indígena","mujer",NA
"2664","puente alto ","no","no pertenece a ningún pueblo indígena","mujer",94500
"2665","pirque ","no","no pertenece a ningún pueblo indígena","mujer",95654.3333333333
"2666","san josé de maipo ","no","no pertenece a ningún pueblo indígena","mujer",95053.375
